hb,word,kz,wd_cl,ky,ac,ac_c,mn,uc,da,pr,pjr,pf,if,sf,if_o,rd_o,cp,wd_f,wd_f_2,alt,wd_cg,class2,class5,class6,pij,yyj,kfj,skj,woj,woj_2,aoj,izj,ksj,emj,lmj,mdj,hkz,mkz,lg_c,ai,ko,st,as,kt,ie,te,ol
aragau,aragau（争）,争 諍 抗,自动,五段（四段）,?B; B - B-A-x | aragai（名词）: [0/3]-[0]-x. 室町 HHHH,?B,争吵、抵抗、赌。,7341 | 抗.a.v | *aragap-,ara+gaw-,宮古 *ara+gap-,*ara+N+kap-,,,,,形=に+动,粗+交,粗.a|交.k,,,,4,1,0,,,,,(諍),,,,,aragaw-,,,アラガフ,アラガウ,日|南琉宫,,,,,,,,
aragawar-*,aragawar-*（競）,競,他动,,x-x-x x-B-x,,（北琉球冲绳）竞争、争论。,,,沖縄 *ara+gapa-r-,,,,,,形=に+动,粗+交,粗.a|交.k,,,,0,1,0,,,,,,,,,,,,,,,北琉冲,,,,,,,,
arai,arai（荒）,荒 粗 笨 疏 疎 麁 暴,形,イ（ク）,A; A - A-B-A A-A-B. 镰仓 A/B. 室町 A. 江户 A/B,A,粗暴的、粗糙的、粗大的、粗略的、剧烈的、未经精制的、空隙大的。,249 | 荒.a.a | *ara- | iA,ara-,*ara-,*ara-,,,,,,,粗.a,,,,4,1,0,,,,,ara- (暴 野 麁 安良伎),,不明 ara- (安良 阿良 阿良之),,,,,,アラシ,アライ,日|琉,,,,,,,,
araka,araka（殿）,殿,名,,[1]-x-x. 镰仓 HHL,,宫殿、住处。,,ar-a+ka,,,,,*-a+CP,,,有+処,有.a|処.k,,,,3,1,0,,,,,araka (御在香),,,,,araka 阿良可,,,,アラカ,日,,,,,,,,
arakazime,arakazime（予）,予 預,副,,5.4; 上上平平平 - [0]-[0]-A. 室町 LHLLL,5.4,预先、事先、大体情况。（主要用于汉文训读，对应和文训读的 kanete）,,ar=ak(u)+(h)azim-e,,,,,*-a(i)-i,,,有+始,有.a|始.p,,,,3,1,0,,,,,(預 予),,,,,arakazime,,,,アラガジメ,日,,,,,,,,
arakeru,arakeru（散）,散 粗 荒,自动・他动,下一段（下二段）,?B. 镰仓 arakuru LLLH,?B,（自动）四散、相离、骚动；（他动，后起的）散开、隔开、铲开；（南琉球八重山与那国）开垦。,258 | 粗.a.v | *arake-,ar(a)+ake-,八重山 ar(a)+ake-,*ar(a)+aka-i-,,,*-i-,,,粗+開,粗.a|明.a,,,,4,1,0,,,,,(散),,,,,,arake-,,アラク,アラケル,日|南琉八,,,,,,,,
arakuta*,arakuta*（芥）,芥,名,,,,（南琉球）垃圾、尘埃。,7384 | 芥.a.n.2 | *ara+kuta,,南 *ara+kuta,,,,,,,粗+芥,粗.a|芥.a,,,废,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
arara,arara（粗）,粗,形,Ø,,,疏松的。,,ara-ra-,,,,,*-ra-,,,,粗.a,,,,2,1,0,,,,,arara 阿良々,,,,,,,,,アララ,日,,,,,,,,
araragi,araragi（蘭）,蘭 塔,名,,?4.9; 平上上x (?= *平上上平) - [0]-[0]-x,?4.9,山蒜、行者葫、紫杉、赤柏松、塔。,,ara-ra+gi,,,,,*-ra,,形=の+名,粗+葱,粗.a|葱.k,,,草|木,5,1,0,,,,,(蘭),,,,,araraki 安良良支 阿良良岐,,araragi,アララキ,アララギ,日,,,,,,,,
araraka,araraka（粗）,粗 荒,形动,,[2]-x-x,,粗糙的样子、粗略的样子、粗暴的样子、（人）不成熟多样子、杂乱的样子。,,ara-ra-ka,,,,,*-ra-ka,,,,粗.a,,,,2,1,0,,,,,,,,,,araraka,,,,アララカ,日,,,,,,,,
arare,arare（霰）,霰,名,,3.1; 上上上 - [0]-(0)-B,3.1,雹、霰。,264 | 霰.a.n | *arare | xB,ara-re,*ara-re,*ara-r[e],,,*-r[e],,,,粗.a,,,天象,3,1,0,,,,,arare 阿良礼 (霰),,常陸 arare 阿良例,,,,,,,アラレ,日|琉,,,,,,,,
aras-*,aras-*（有）,有 在,他动,,,,使存在、使有。,267 | 在.a.v.2 | *ar-as- | B,,*ara-s-,,,,*-s-,,,,有.a,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
aras-*,aras-*（誘）,誘,他动,,,,（南琉球宫古）诱惑。,266 | 誘.a.v.2 | *ar(e)-as-,,宮古 *ara-s-,,,,*-s-,,,,誘.a,,,,0,1,0,,,,,,,,,,,,,,,南琉宫,,,,,,,,
arasi,arasi（嵐）,嵐,名,,?3.4; 平平平 - [1]-[1]-A x-A-B.1700 大阪 HHL,?3.4,暴风、暴风雨。,269 | 嵐.a.n | *arasi | xA,ara+si,*ara+si,*ara+si,,,,,,粗+風,粗.a|風.s,,,风,2,1,0,,,,,arasi (荒足 下風),,,,,,,,,アラシ,日|琉,,,,,,,,
arasou,arasou（争）,争 諍,自动・他动,五段（四段）,"?B; B - B-A-A x-B-x. 室町, 江户 HHLL, HHHH | arasoi（名词）: x - [0/3]-[0]-A x-B-x. 室町, 江户 HHHL",?B,（自动）抗拒、争斗、主张；（他动）竞争。,6234 | 争.a.v | *arasop- || 270 | 争.a.n | *arasop-i,ara+sow-,*ara+sop-,*ara+sop-,,,,,,荒+戯,粗.a|戯.s,,,,4,1,0,,,,,araso1p- (安良蘇布 阿良蘇波 荒争 相競 相挌),,不明 araso1p- (安良蘇比),,,,,,アラソフ,アラソウ,日|琉,,,,,,,,
arasu,arasu（荒）,荒,自动・他动,五段（四段）,A; A - A-A-A x-A-x. 江户 HHH,A,（他动）损坏、破坏、伤害、使变荒芜；（自动，后起的）刮大风（名词逆构词，来自 arasi）。,265 | 荒.a.v.2 | *ar(e)-as- | A,ara-s-,*ara-s-,*ara-s-,,,*-s-,,,,粗.a,,,,2,1,0,,,,,aras- (安良之 荒),,,,,,,,,アラス,日|琉,,,,,,,,
arata,arata（新）,新 灼,形动,,"3.4; 平平平 - [1]-[1]-B x-x-(B). 镰仓 LLH. 室町 HLL, HHH",3.4,新的样子、重新的样子、新鲜的样子、显著的样子。,,ara-ta,,,,,*-ta,,,,新.a,,,,3,1,0,,,,,(新),,,,,arata,,,,アラタ,日,,,,,,,,
aratamaru,aratamaru（改）,改 革,自动,五段（四段）,B; (B) - B-A-B x-B-x,B,焕新、改善、重新。,271 | 改.a.v | *arata-mar-,ara-ta-ma-r-,*ara-ta-ma-r-,*ara-ta-ma-r-,,,*-ta-ma-r-,,,,新.a,,,,2,1,0,,,,,aratamar- (阿良多麻良 新),,,,,,,,,アラタマル,日|琉,,,,,,,,
aratameru,aratameru（改）,改 革 更 悛,他动,下一段（下二段）,"B; B - B-A-B x-B-x. 室町, 江户 aratamuru HHHLL | aratame（名词）: [4]-[0]-x",B,改新、改善、重新、整理（仪容等）、斟酌。,272 | 改.a.v.2 | *arata-me-,ara-ta-m-e-,*ara-ta-m-e-,*ara-ta-ma-i-,,,*-ta-ma-i-,,,,新.a,,,,3,1,0,,,,,aratame2- (阿良多米),,,,,,,,アラタム,アラタメル,日|琉,,,,,,,,
"aratasii* 1, atarasii 2","aratasii* 1, atarasii 2（新）",新,形,シイ（シク）,B; B - B-B-B (B)-(A)-x. 镰仓 atarasiki LLLLF. 江户 atarasiki HHHLL,B,新的、新鲜的。（中古时 t/r 调转，与 atarasii（可惜）混同）,,1 ara-ta-si- | 2 atara-si-,,,,,*-ta-si-,,,,新.a,,音节调换,,4,1,0,,,,,1 aratasi- (安良多之支 新),,,,,2 atarasi-,,,1 アラタシ | 2 アタラシ,1 アラタシイ* | 2 アタラシイ,日,,,,,,,,
arau,arau（洗）,洗,他动,五段（四段）,"A; A - A-A-A A-A-A. 镰仓, 室町, 江户 HHH | arai（名词）: [0]-[0]-x",A,洗、洗涤（内心）、调查（隐情）。,260 | 洗.a.v | *arap- | iA || 263 | 洗.a.n | *arap-i,ara-w-,*ara-p-,*ara-p-,,,*-p-,,,,新.a,洗,,,4,1,1,,,,,,,常陸 能登 arap- (安良布 洗),,,araw-,,,アラフ,アラウ,日|琉,,,,,,,"pMo *ari-（变清洁）, *arï-（变清洁）; WMo. ariɣ（纯洁的、干净的）, ariɣun (ᠠᠷᠢᠭᠤᠨ, ариун (ariun))（1 纯洁的、干净的、清楚的、纯洁）, arči-（2 擦净、清洁、消除）, MMo. ariun (1), arči- (2), aril- (3 变干净、清理), arilqa- (2) , Khal. ariun (1), arči- (2), aril- (3), Bur. aŕūn (1), arša- (2), Kalm. ärü:n (1), arč- (2), Ordos aru:n (1), arci- (2), Dong. arun (1), ači- (2), Bao. aruŋ (1), Dag. aru:n (1), arči- (2), Mgr. arin (1), Mgr. arili- (3), Mgr. ariŋge (干净地), arire- (变纯洁), Mogol oru:n (1), Eastern Yugur aru:n (1); pTk *arï-（变干净）; OTk. arï- (1 变干净、变纯洁), Az. (dial.) arï (2), arït- (3), Tkm. arïg (2), art- (3), Tk. arï (2 纯洁的、干净的), art- (3 清洁、净化), Osm. arït- (擦净), Uz. (dial.) ari- (1), Uig. eriq (2), Tat. aru (2), Kirg. aru: (2), Kaz. aru (2), Bash. arɨw (2), Balk. arɨw (2), Kpak. aruw (2), S-Yug arɨɣ (2), Tuva arïɣ (2), arït- (3), Khak. arɨɣ (2), Yakut: ɨra:s (2), ɨrɨt-（挑选小水果）, Dolg. ɨras (2), Khalaj arɨɣ (2), arut- (3), Chu. ɨră（好的）, irt-（挑选小水果、去掉树的内部部分）",
arawa,arawa（露）,露 顕,形动,,3.7a/b; x - [0/1]-(2)-B,3.7a/b,明显的样子、暴露的样子、明白的样子、露骨的样子、公然的样子。,,ara-wa,,,,,*-pa,,,,有.a,,,,3,1,0,,,,,arapa 阿羅幡 (露),,,,,,,,アラハ,アラワ,日,,,,,,,,
arawa*,arawa*（外）,外,名,,,,（琉球）外部、远海（=? 日语 arawa）。,261 | 外.a.n | *arapa | 7?X,,*ara-pa,,,,*-pa,,,,有.a,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
arawareru,arawareru（現）,現 著 顕,自动,下一段（下二段）,"?B; B - B-A-A x-B-x. 镰仓 arawaruru LLLLH. 室町, 江户 arawaruru HHHLL | araware（名词）: x-[3/4]-[0]-A",?B,出现、显现、被发现、败露。,5702 | 現.a.v | *arapare-,ara-wa-re-,*ara-pa-re-,*ara-pa-ra-i-,,,*-pa-ra-i-,,,,有.a,,,,4,1,0,,,,,(発覚 所顕 見),,,,,araware-,,,アラハル,アラワレル,日|琉,,,,,,,,
arawaru*,arawaru*,,自动,五段（四段）,,,（上代东国）出现。,,ara-wa-r-,,,,,*-pa-r-,,,,有.a,,,,3,1,0,,,,,,,上野 arapar- (安良波路),,,,,,アラハル,アラワル,东日,,,,,,,,
arawas-*,arawas-*（洗）,洗,他动,,,,（南琉球）使洗。,,,南 *ara-pa-s-,,,,*-pa-s-,,,,新.a,洗,,,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
arawasu,arawasu（表）,表 現 顕 著 見 呈 形 彰 暴 露,他动,五段（四段）,"平平上平. 镰仓 LLLH. 室町, 江户 HHLL",,表现、披露、暴露、造物、撰写。,5701 | 現.a.v.2 | *arapas-,ara-wa-s-,*ara-pa-s-,*ara-pa-s-,,,*-pa-s-,,,,有.a,,,,3,1,0,,,,,arapas- (阿良波佐 安良波之),,,,,,,,アラハス,アラワス,日|琉,,,,,,,,
are,are（彼）,彼,代,,2.2a; (上平) - [0]-[1]-A A-A-(x). 镰仓 HL. 室町 HH?. 江户 HL. 1700 大阪 HL,2.2a,那个（远）、那人、那里、过去的事、某件事、您。（中古出现，代替 kare。中古有中指示的用法）,274 | 彼.a.n | *are | 2A,a-re,*a-re,*a-r[e],,,*-r[e],,,,彼.a,,,,2,1,1,,,,,,,,,,are,,,,アレ,日|琉,,,,,,,Middle Mongolian (Secret History) an-; Dagur a:n; pMo a-,
are,are（餠）,餠粉,名,,2.3; 平平,2.3,和面用的麦粉（现代主要在九州使用）。,,are ?< *ara-i,,,,,*-i?,,,,粗.a,,,肴,2,1,0,,,,,,,,,,are 阿礼,,,,アレ,日,,,,,,,,
are,are（村）,村,名,,,,村。,,,,,,,,,,,村.a,,,区划,2,1,0,,,,,"[are] (村), [(ip)are] ((石)村)",,,,,,,,,アレ,日,,,,,,,,
are,are（吾）,吾 我,代,,2.4; 平上 - [1]-(0)-x. 镰仓 LH,2.4,我。（中古被 ware 代替）,,a-re,,,,,*-r[e],,,,吾.a,,,,3,1,0,,,,,are 阿礼,,遠江 相模 上総 常陸 不明 are 安礼 阿礼 阿例 (吾),,,,,,,アレ,日,,,,,,,,
areru,areru（荒）,荒,自动,下一段（下二段）,"A; A - A-A-A B-A-x. 镰仓, 江户 aruru HHH | are（名词）: x - [0]-[0]-A",A,活动激化、闹、变荒废、变混乱、（生活）变颓废、（皮肤）变粗糙。,276 | 荒.a.v | *are- || 275 | 荒.a.n | *are | 1A,are-,*are-,*ara-i-,,,*-i-,,,,粗.a,,,,3,1,0,,,,,are- (阿礼 荒),,,,,,,,アル,アレル,日|琉,,,,,,,,
areru,areru（現）,現 生,自动,下一段（下二段）,B,B,（神圣之物）出现、出生。,,are-,,,,,*-i-,,,,有.a,,,,3,1,0,,,,,are- (阿礼),,,,,,,,アル,アレル,日,,,,,,,,
areta*,areta*,,代,,,,（北琉球）他们。,,,北 *a-re-ta,,,,*-ta,,,,彼.a,,,,0,1,0,,,,,,,,,,,,,,,北琉,,,,,,,,
ari,ari（蟻）,蟻,名,,?2.1; x - [0]-[0]-B (A)-A-(C),?2.1,蚂蚁。,,,*ari,*ari,,,,,,,蟻.a,,,虫,3,1,0,,,,,(蟻),,,,,ari 安利,,,,アリ,日|琉,,,,,,,,
aria*,aria*（蟻）,蟻,名,,,,（琉球）蚂蚁。,,,*ari-a,,,,*-a,,,,蟻.a,,,虫,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
ariake,ariake（有明）,有明 在明,名,,"?4.8, ?4.9; 平上xx - [0]-(0)-B","?4.8, ?4.9",阴历十六以后，尚有月亮的黎明；黎明。,,ar-i+ake,,,,,*-i,,,有+明,有.a|明.a,,,,2,1,0,,,,,,,,,,ariake,,,,アリアケ,日,,,,,,,,
arigara*,arigara*（蟻）,蟻,名,,,,（南琉球宫古）蚂蚁。,,,宮古 *ari+gara ?< *ari+gasira,,,,,,名=の+名,蟻+頭?,蟻.a,,si 缩减?,节肢,0,1,0,,,,,,,,,,,,,,,南琉宫,,,,,,,,
arigatai,arigatai（有難）,有難,形,イ（ク）,B; x - B-B-B. 室町 arigataki HHHLL?. 江户 arigataki HHLLL?,B,难得的、难以存活的、优秀的、值得感激的、值得高兴的。（连用形 arigataku > arigatou。汉文训读 arukotokatasi（難有））,,ar=i+gata-,,,,,,,动=に+动,有+堅,有.a|堅.k,,,,3,1,0,,,,,arigatasi- (安里我多之),,,,,,,,アリガタシ,アリガタイ,日,,,,,,,,
arigatou,arigatou（有難）,有難,句,,[2]-[3]-x,,谢谢（来自 arigata(k)u gozai masu）。,,ar=i+gato=u ?< *ar-i+gata=ku,,,,,,,动=に+动,有+堅,有.a|堅.k,,,,3,1,0,,,,,,,,,,,arigatau,,アリガタウ,アリガトウ,日,,,,,,,,
arihisi,arihisi,,名,,,,（百济）南。,,,,,,,,,,,南.a,,,方,1,1,1,百濟 阿利比志 アリヒシ,,,,,,,,,,,,,,朝,,"前、南：MK 앒 (àlph), K 앞 (ap)",,,,,,
arika,arika（在処）,在処 在所,名,,3.4; 平平平 - [0/1/3]-[1]-B. 镰仓 LLL,3.4,所在。,,ar-i+ka,,,,,*-i,,,有+処,有.a|処.k,,,,2,1,0,,,,,,,,,,arika,,,,アリカ,日,,,,,,,,
arikas-*,arikas-*（歩）,歩,他动,,,,（琉球）使步行、使移动。,6716 | 歩.a.v.2 | *arik-as-,,*ar=(i)+ika-s-,,,,*-s-,,,有+行,有.a|行.i,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
"arinoko 1, ariko 2","arinoko 1, ariko 2（蟻子）",蟻子,名,,,,蚂蚁（幼虫）、（方言、琉球）蚂蚁。,,1 ari=no+ko | 2 ari+ko,2 *ari+ko,*ari=(no)+ko,,,,,,蟻=(の)+子,蟻.a|小.k,,音节缩减,虫,2,1,0,,,,,1 arino2ko1 安利乃古,,,,,,,,,1 アリノコ,日|琉,,,,,,,,
ariso,ariso（荒磯）,荒磯,名,,"?3.5a, ?3.6; x - [0]-[0]-x. 镰仓 LLH/LHH","?3.5a, ?3.6",多石且波涛汹涌的海滨（= araiso）。,,ar(a)+iso,,,,,,,,粗+磯,粗.a|石.i,,,地形,3,1,0,,,,,ariso1 安里蘇,,不明 ariso1 安里蘇,,,,,,,アリソ,日,,,,,,,,
"arozi 1, aruzi 2","arozi 1, aruzi 2（主）",主,名,,3.5b; xx上 - [1]-[1]-B. 镰仓 LLH. 江户 HLL,3.5b,国或家之长、主人、招待、招待者。,285 | 主.a.n | *arozi | 5,1 ar=o+zi | 2 ar=u+zi,1 *ar=o+zi,*ar=o+n(o)si,,,,,,有+主,有.a|主.n,,u/o,,3,1,0,,,,,1 aro1zi 安路自 (主),,,,,2 aruzi,,,,1 アロジ | 2 アルジ,日|琉,,,,,,,,
arui wa,aru i wa（或）,或 有,副・接续,,4.8; 平上上上 - [2]-(2)-B. 镰仓 LHHH. 江户 LLHH,4.8,（连体）某（人、时）、或；（接续）另一方面；（副）或许。（EMJ 初期，aruiwa 用于人，aruwa 用于物或场所，EMJ 中期合流为 aruiwa）,,ar=u+i=wa,,,,,,,,有+い=は,有.a,,,,2,1,0,,,,,,,,,,aru i wa,,,,アルイハ,日,,,,,,,,
aru wa,aru wa（或）,或 有,接续,,[1]-x-x,,某（处、场合）、或、一方面。,,ar=u=wa,,,,,,,,有=は,有.a,,,,2,1,0,,,,,,,,,,aru wa,,,,アルハ,日,,,,,,,,
aru,aru（有）,有 在 或 存,自动,五段（ラ变）,B; B - B-B-B B-B-C. 镰仓 aru LH | ari: [1]-[1]/(0)-x,B,存在、有、（连体）某；琉球用于无生命。（ari- 可用做前缀，可能表示经常性、重复性、持续性动作。做助动词时，通常仅起一个支持更多活用变形的功能，特别是用于形容词。是强元音助动词，用在形容词后时，会导致前面的 u 音被删除：=ku ari > =kari。接在 =te 后表示完成-继续体、接在 =tutu 后表示习惯性动作）,245 | 在.a.v | *ar- | ii || 246 | コピュラ.a.v | *ar-,ar-,*ar-,*ar-,,,,,,,有.a,,,,5,1,1,,,,,ar- (阿良 安利 安里 阿理 阿留 阿流 安流),,信濃 遠江 駿河 武蔵 下総 上総 常陸 上野 不明 ar- (安里 安利 阿利 安良 阿良 安路 阿流 阿礼 安礼 -a良 -a流 -a利 -a例),,,,aru,,アリ,アル,日|琉,,,,,,,"pMo *a-（停留、生活、存在）, Khitan *a-（存在）, OTk -A-（名词派生的动词）, OTk -(A)r（从动词派生名词的后缀）, OTk -A（系词）, OTk. -(A)r-（名词派生的不及物动词）",
"aruku 1, ariku 2","aruku 1, ariku 2, arak-* 3（歩）",歩 行,自动,五段（四段）,B?< B+A; B - B-B-B B-B-B. 镰仓 LHH. 江户 LLH | aruki: [3]-[0]-x | ariki: [3]-x-x,,移动、步行。,283 | 歩.a.v | *arik- | iiiB || 284 | 歩.a.n | *arik-i,1 ar=(i)+(y)uk- | 2 ar=(i)+ik-,2 *ar=(i)+ik- | 3 *ara+(i)k-,1 *ar=(i)+(y)uk- | 2 *ar=(i)+ik-,,,,,,有+行,有.a|行.i,,u/i,,3,1,0,,,,,1 aruk- (阿流久),,,,,2 arik-,,,,1 アルク | 2 アリク,日|琉,,,,,,,,
"arusi, arosi","arusi, arosi",,名,,,,（百济）底部、下面。,,,,,,,,,,,南.a,,记音,方,1,1,1,百濟 阿留之 アルシ アロシ,,,,,,,,,,,,,,朝,,"底部、下面：MK 아라- (àlá-; 아라웋〮 àlà-wúh，上下), 아래〮 (àláy,?< àlá-áy)；K 아래 (arae)",,,,,,
asa,asa（朝）,朝,名,,2.5; x - [1]-(2)-B (x)-B-(x). 镰仓 LL. 江户 LF,2.5,早晨。,289 | 朝.a.n | *asa | 3~5 X > B?,,*asa,*asa,,,,,,,朝.a,,,时,3,1,1,,,,,asa 阿佐,,上野 asa 安佐,,,,,,,アサ,日|琉,,早晨：MK 아ᄎᆞᆷ〮 (àchóm)；K 아침 (achim),,,,,,
asa,asa（麻）,麻,名,,2.3; 平平 - [2]-[0]-B B-A-x. 镰仓 LL. 江户 LH,2.3,麻、麻制布料或服装。,288 | 麻.a.n | *asa | 3? X,,*asa,*asa,,,,,,,麻.a,,,草,4,1,1,,,,,(麻),,不明 asa 安左,,,asa,,,,アサ,日|琉,,大麻：MK 삼〮 (sàm)；K 삼 (sam),,,,,,
asa*,asa*（父）,父,名,,,,（南琉球）父亲、祖父。,290 | 父.a.n | *asa | C,,南 *asa,,,,,,,,父.a.1,,,亲,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
"asabayaka 1, asahayaka 2","asabayaka 1, asahayaka 2（浅）",浅,形动,,?5.16; 平平平平上  ?= *平平平上平,?5.16,浅的样子。,,1 asa-ba-ya-ka | 2 asa-ha-ya-ka,,,,,1 *-ba-ya-ka | 2 *-pa-ya-ka,,,,浅.a,,清浊,,3,1,0,,,,,,,,,,1 asabayaka,2 asafayaka,,,1 アサバヤカ | 2 アサハヤカ,日,,,,,,,,
asaborake,asaborake（朝朗）,朝朗,名,,5.11; x - [0/3]-[0]-x.  镰仓 LLLHL,5.11,破晓、黎明、天微亮。,,asa+bor(o)+ake,,,,,*-(i)-i,,名=の+名,朝+朧+明,朝.a|朧.ǝ|明.a,,,时,2,1,1,,,,,,,,,,asaborake,,,,アサボラケ,日,,变红：MK 븕다 (pulkta)；K 붉다 (bukda)；濟州 ᄇᆞᆰ다 (polkta)（变亮）,,,,,,
asagao,asagao（朝顔）,朝顔,名,,刚睡醒的脸: [0]-(3)/[2]-x | 牵牛花: 平平上平 - [2]-[1]-B. 江户 上上平平,,刚睡醒的脸、牵牛花、桔梗、木槿、蜉蝣。,,asa+gao,,,,,,,名=の+名,朝+顔,朝.a|顔.k,,,草,4,1,0,,,,,(朝㒵),,,,,asagawo 阿佐加保,,,アサガホ,アサガオ,日,,,,,,,,
asahaka,asahaka（浅）,浅,形动,,4.11; 平平上平 - [2]-[3]-x,4.11,浅的样子。,,asa-ha-ka,,,,,*-pa-ka,,,,浅.a,,,,2,1,0,,,,,,,,,,asafaka,,,,アサハカ,日,,,,,,,,
asahi,asahi（朝日）,朝日 旭,名,,3.5b; 平平上 [1/2]-[1]-B. 江户 HLL,3.5b,朝阳、旭日。,,asa+hi,,,,,,,,,朝.a,,,天象,3,1,0,,,,,asapi1 阿佐比 (安佐日),,上野 asapi1 (安佐日),,,,,,,アサヒ,日,,,,,,,,
asai,asai（浅）,浅,形,イ（ク）,A; A - A-B-A A-A-A,A,浅的、淡的。,291 | 浅.a.a | *asa- | iA,asa-,*asa-,*asa-,,,,,,,浅.a,,,,3,1,0,,,,,asa- (安左 阿佐 浅),,,,,,,,アサシ,アサイ,日|琉,,,,,,,,
"asake 1, asaake 2","asake 1, asaake 2（朝明）",朝明,名,,"1 ?3.4, ?3.5x. 镰仓 LLL/LLH | 2 [0/4]-[0]-x","?3.4, ?3.5x",破晓、黎明。,,1 as(a)+ake | 2 asa+ake,,,,,*-(i)-i,,,朝+明,朝.a|明.a,,音节缩减,时,3,1,0,,,,,1 asake2 安佐気,,,,,2 asaake,,,,1 アサケ | 2 アサアケ,日,,,,,,,,
asamasii,asamasii（浅）,浅,形,シイ（シク）,B-B-x,,意外的、扫兴的、过分的、可悲的、贫困的、可怜的。,,asa-ma-si-,*asa-ma-si-,*asa-ma-si-,,,*-ma-si-,,,,浅.a,,,,3,1,0,,,,,,,,,,asamasi-,,,アサマシ,アサマシイ,日|琉,,,,,,,,
asamu,asamu（浅）,浅,自动・他动,五段（四段）,?A; x - A/B-A-x | asami（名词）: [0]-x-x,?A,（自动）（因未达预期而）惊讶、扫兴；（他动）惊讶、轻视。,,asa-m-,,,,,*-m-,,,,浅.a,,,,2,1,0,,,,,,,,,,asam-,,,,アサム,日,,,,,,,,
asari,asari（浅蜊）,浅蜊,名,,[0]-[0]-x,,蛤蜊、贝。,,asar-i,*asar-i,*asar-i,,,*-i,,,,漁.a,,,,2,1,0,,,,,,,,,,,,asari,,アサリ,日|琉,,,,,,,,
asaru,asaru（漁）,漁,他动,五段（四段）,B; B - A/B-A-B x-B-x | asari（名词）: ?3.4; x - [0]-x-B. 江户 HHH,B,觅食、抓（鱼、贝、海藻类）、搜索。（名词：钓鱼）,302 | 漁.a.v | *asar- || 303 | 潮干狩.a.n | *asar-i,asar-,*asar-,*asar-,,,,,,,漁.a,,,,2,1,0,,,,,asar- (安佐留 阿佐里 安佐里),,,,,,,,,アサル,日|琉,,,,,,,,
asasa*,asasa*（蝉）,蝉,名,,x-x-x x-B-x,,（琉球）蝉。,304 | 蝉.a.n | *asasa | nX,,*asasa,,,,,,,,蝉.a,,,虫,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
"asate 1, asaQte 2, asite* 3, asito* 4","asate 1, asaQte 2, asite* 3, asito* 4（明後日）",明後日,名,,1 平平上 - [2]-[0/2]-B B-B-C | 2 ?4.6; [2]-[0/3]-x,,后天。,305 | 明後日.a.n | *asate | oC,1 asa+te | 2 asa+Qte,1 *asa+te | 3 南 *asi+te | 4 八重山 *asi+to,*asa+t[e],,,,,,朝+?,朝.a,明後日,a/i|e/o,,3,1,0,,,,,,,,,,1 asate,2 asaQte,,,1 アサテ | 2 アサッテ,日|琉,,,,,,,,
asatenoimaatya*,asatenoimaatya*（明明後日）,明明後日,名,,,,（北琉球）大后天。,,,北 *asate=no+atya < *asate=no+asita,,,,,,,明後日=の+今+明日,朝.a|今.i,明後日,,时,0,1,0,,,,,,,,,,,,,,,北琉,,,,,,,,
asaza,asaza（莕菜）,莕菜 荇菜,名,,"?3.6, ?3.1; 平平平/平上上 - [0]-[0]-x","?3.6, ?3.1",荇菜（浅水性植物）。,,asa-za,,,,,*-sa,,,,浅.a,,,草,4,1,0,,,,,azasa 阿邪左,,,,,,asaza,,アザサ,アサザ,日,,,,,,,,
asazi,asazi（鱖）,鱖,名,,3.5; 平平上,3.5,鳜鱼。,,,,,,,,,,,鱖.a,,,鱼,3,1,0,,,,,,,,,,asadi 阿散知,,,アサヂ,アサジ,日,,,,,,,,
ase,ase（汗）,汗,名,,2.5; 平上 - [1]-(2)-B x-B-B. 镰仓 LH-L. 江户 LF,2.5,汗。,306 | 汗.a.n | *ase | 5B,,*ase,*asa-i,,,*-i,,,,汗.a,,,分泌物,2,1,0,,,,,,,,,,ase 阿勢 阿世,,,,アセ,日|琉,,,,,,,,
asebamu,asebamu（汗）,汗,自动,五段（四段）,B; x - B-B-B,B,出汗。,,ase-bam-,,,,,*-i-bam-,,,,汗.a,,,,2,1,0,,,,,,,,,,,,asebam-,,アセバム,日,,,,,,,,
asegak-*,asegak-*,,自动,,x-x-x x-A-x,,（北琉球）焦躁、慌张。,,,北 *ase+gak-,,,,*-i-,,,汗+掻,汗.a|掻.k,,,,0,1,0,,,,,,,,,,,,,,,北琉,,,,,,,,
asegaru,asegaru（焦）,焦,自动,五段（四段）,,,（方言）焦躁、慌张。,,ase-ga-r-,,,,,*-i-ga-r-,,,,汗.a,,,,1,1,0,,,,,,,,,,,,,,アセガル,九,,,,,,,,
asegumu,asegumu（汗）,汗,自动,五段（四段）,B,B,出汗。,,ase-gum-,,,,,*-i-gum-,,,,汗.a,,,,2,1,0,,,,,,,,,,asegum-,,,,アセグム,日,,,,,,,,
